winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
NIKOLAS MOTTA;CAMERON VANCAMP;17/09/2022;KO/TKO;1.0;3:49;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Sandhagen vs. Song;Las Vegas, Nevada, USA;Orthodox;;red;1.0;16.0;15.83;0.0;0.0;0.0;5.0;26.74;-6.67;0.0;5.36;0.0;90.0;45.0;-22.0;-22.0;-38.0;0.0;37.0;;;;;;;;;;
NATE DIAZ;TONY FERGUSON;10/09/2022;Submission;4.0;2:52;5 Rnd (5-5-5-5-5);Welterweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Southpaw;Orthodox;red;0.0;0.0;0.03;-33.0;1.0;0.0;-8.0;18.19;-15.19;12.82;-0.25;66.67;0.0;42.0;-8.0;-34.0;-2.0;1.0;0.0;2.54;0.0;-0.84;0.0;-0.16;-6.0;0.74;-12.0;-28.0;0.3
KHAMZAT CHIMAEV;KEVIN HOLLAND;10/09/2022;Submission;1.0;2:13;5 Rnd (5-5-5-5-5);Catch Weight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;0.0;50.0;40.0;2.0;0.0;116.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;34.0;33.0;33.0;34.0;33.0;-2.54;-15.24;4.89;16.0;-2.48;10.0;3.59;30.0;-51.0;2.4
DANIEL RODRIGUEZ;LI JINGLIANG;10/09/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Catch Weight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;3.0;3.28;-100.0;0.0;0.0;-2.0;14.3;6.26;-1.68;2.74;0.0;0.0;29.0;-10.0;-19.0;0.0;0.0;0.0;2.54;7.62;3.16;4.0;2.47;-2.0;0.06;23.0;31.0;0.3
IRENE ALDANA;MACY CHIASSON;10/09/2022;KO/TKO;3.0;2:21;3 Rnd (5-5-5);Catch Weight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;11.0;8.57;-37.0;2.0;0.0;-148.0;9.61;12.5;-11.11;-4.08;100.0;46.13;-2.0;-4.0;6.0;-28.0;8.0;20.0;-5.08;-10.16;1.36;-11.0;3.8;15.0;-0.75;29.0;20.0;-0.4
JOHNNY WALKER;ION CUTELABA;10/09/2022;Submission;1.0;4:37;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;0.0;40.0;7.04;0.0;3.0;1.0;8.0;50.0;0.0;-100.0;0.0;100.0;50.0;34.0;0.0;-33.0;-33.0;33.0;0.0;12.7;17.78;-0.69;33.0;0.14;-17.0;-2.01;29.0;-20.0;1.2
JULIAN EROSA;HAKEEM DAWODU;10/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;-2.0;3.93;33.0;0.0;-1.0;250.0;0.82;1.79;-19.33;-5.64;0.0;0.0;7.0;6.0;-13.0;-13.0;5.0;8.0;12.7;2.54;-0.08;0.0;3.41;-13.0;1.32;54.0;-27.0;0.9
JAILTON ALMEIDA;ANTON TURKALJ;10/09/2022;Submission;1.0;4:27;3 Rnd (5-5-5);Catch Weight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;;red;0.0;-30.0;-12.17;100.0;2.0;0.0;254.0;77.27;0.0;-100.0;-100.0;0.0;80.95;100.0;0.0;-100.0;-100.0;0.0;100.0;;;;;;;;;;
DENIS TIULIULIN;JAMIE PICKETT;10/09/2022;KO/TKO;2.0;4:52;3 Rnd (5-5-5);Middleweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;Orthodox;red;2.0;-9.0;-6.38;0.0;0.0;0.0;24.0;-8.43;-4.36;-50.0;-15.27;50.0;46.15;-1.0;5.0;-4.0;-22.0;14.0;8.0;;;;;;;;;;
CHRIS BARNETT;JAKE COLLIER;10/09/2022;KO/TKO;2.0;2:24;3 Rnd (5-5-5);Heavyweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;Orthodox;blue;-1.0;3.0;9.61;-50.0;-1.0;0.0;-19.0;6.87;-58.33;0.0;9.02;-61.25;-16.66;10.0;-18.0;8.0;-8.0;-24.0;32.0;;;;;;;;;;
NORMA DUMONT;DANYELLE WOLF;10/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Featherweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;26.0;24.82;100.0;0.0;0.0;401.0;25.0;26.15;10.0;19.72;-14.29;68.42;1.0;-20.0;18.0;-27.0;1.0;25.0;-10.16;-7.62;1.95;27.0;-3.02;28.0;2.43;42.0;0.0;-1.0
ALATENGHEILI;CHAD ANHELIGER;10/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;;blue;0.0;10.0;6.18;100.0;0.0;0.0;83.0;8.22;28.57;4.54;9.78;0.0;-25.0;-3.0;-8.0;11.0;-2.0;0.0;2.0;;;;;;;;;;
ELISE REED;MELISSA MARTINEZ;10/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;;blue;1.0;-3.0;0.04;50.0;0.0;0.0;52.0;7.77;8.52;-9.03;-16.0;17.31;33.33;17.0;7.0;-25.0;-30.0;18.0;11.0;;;;;;;;;;
YOHAN LAINESSE;DARIAN WEEKS;10/09/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 279: Diaz vs. Ferguson;Las Vegas, Nevada, USA;;;blue;0.0;-6.0;-7.54;-11.0;0.0;0.0;-92.0;-1.59;18.8;-7.43;-7.15;62.5;0.0;12.0;-1.0;-11.0;2.0;-2.0;0.0;;;;;;;;;;
CIRYL GANE;TAI TUIVASA;03/09/2022;KO/TKO;3.0;4:23;5 Rnd (5-5-5-5-5);Heavyweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;Southpaw;red;0.0;33.0;32.9;0.0;0.0;0.0;-3.0;30.31;30.56;46.78;34.11;-33.33;0.0;0.0;14.0;-13.0;9.0;-3.0;-5.0;5.08;15.24;0.66;5.0;-1.59;19.0;1.13;26.0;54.0;0.5
ROBERT WHITTAKER;MARVIN VETTORI;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;Southpaw;red;0.0;16.0;13.18;100.0;0.0;0.0;-16.0;19.55;-3.33;8.33;15.72;0.0;66.67;21.0;-13.0;-8.0;-3.0;0.0;2.0;0.0;-2.54;-0.26;-5.0;0.25;-6.0;-0.9;-18.0;6.0;-0.8
NASSOURDINE IMAVOV;JOAQUIN BUCKLEY;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;Southpaw;red;0.0;20.0;17.84;28.0;2.0;0.0;207.0;25.82;7.69;-35.42;15.18;13.33;63.64;20.0;0.0;-20.0;-25.0;11.0;13.0;12.7;-2.54;-0.41;25.0;-3.43;8.0;-0.1;-4.0;-40.0;2.0
ROMAN KOPYLOV;ALESSIO DI CHIRICO;03/09/2022;KO/TKO;3.0;1:09;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Southpaw;Orthodox;blue;1.0;18.0;18.34;0.0;0.0;0.0;-61.0;10.39;50.0;20.0;15.72;66.67;0.0;-12.0;5.0;6.0;-4.0;4.0;0.0;0.0;2.54;-0.66;-3.0;-0.17;1.0;-1.62;-45.0;-17.0;0.0
WILLIAM GOMIS;JARNO ERRENS;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;;;red;0.0;8.0;8.58;60.0;-1.0;0.0;470.0;1.31;-1.58;60.32;11.64;-16.66;60.0;-7.0;-9.0;15.0;9.0;-19.0;9.0;;;;;;;;;;
NATHANIEL WOOD;CHARLES JOURDAIN;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;Switch;blue;0.0;6.0;5.13;12.0;0.0;0.0;246.0;4.91;-13.89;41.67;11.7;-10.6;-50.0;-3.0;-19.0;21.0;17.0;-18.0;2.0;-7.62;0.0;1.49;1.0;0.25;-8.0;1.29;46.0;28.0;0.2
ABUS MAGOMEDOV;DUSTIN STOLTZFUS;03/09/2022;KO/TKO;1.0;0:19;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;;Orthodox;red;1.0;100.0;100.0;0.0;0.0;0.0;2.0;100.0;100.0;0.0;100.0;100.0;100.0;85.0;14.0;0.0;42.0;28.0;28.0;;;;;;;;;;
NASRAT HAQPARAST;JOHN MAKDESSI;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Southpaw;Orthodox;blue;1.0;-1.0;2.54;66.0;0.0;0.0;35.0;8.19;21.62;-7.88;-1.21;-20.0;0.0;29.0;5.0;-33.0;-5.0;5.0;0.0;5.08;10.16;0.45;-4.0;-0.53;4.0;0.18;16.0;-4.0;0.0
FARES ZIAM;MICHAL FIGLAK;03/09/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;;red;0.0;26.0;24.87;22.0;0.0;1.0;313.0;24.41;36.61;0.0;29.28;66.67;5.29;10.0;-11.0;0.0;-14.0;3.0;11.0;;;;;;;;;;
BENOIT SAINT DENIS;GABRIEL MIRANDA;03/09/2022;KO/TKO;2.0;0:16;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;;;red;3.0;8.0;11.38;67.0;0.0;0.0;177.0;15.99;-16.67;100.0;5.81;0.0;72.73;18.0;-24.0;4.0;-28.0;-11.0;38.0;;;;;;;;;;
CRISTIAN QUINONEZ;KHALID TAHA;03/09/2022;KO/TKO;1.0;3:15;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;;Orthodox;blue;0.0;18.0;18.21;0.0;0.0;0.0;2.0;20.48;-100.0;100.0;13.49;0.0;80.0;6.0;-16.0;10.0;-22.0;0.0;21.0;;;;;;;;;;
STEPHANIE EGGER;AILIN PEREZ;03/09/2022;Submission;2.0;4:54;3 Rnd (5-5-5);Women's Featherweight Bout;UFC Fight Night: Gane vs. Tuivasa;Paris, Ile-de-France, France;Orthodox;;red;0.0;21.0;6.23;-5.0;1.0;1.0;326.0;21.25;25.0;100.0;13.45;0.0;20.83;17.0;-36.0;20.0;-17.0;-17.0;34.0;;;;;;;;;;
LEON EDWARDS;KAMARU USMAN;20/08/2022;KO/TKO;5.0;4:04;5 Rnd (5-5-5-5-5);UFC Welterweight Title Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Southpaw;Switch;blue;1.0;12.0;-1.23;-21.0;1.0;0.0;-461.0;-3.33;10.72;0.0;13.62;31.82;21.43;-37.0;20.0;17.0;21.0;-6.0;-16.0;5.08;-5.08;-2.1;-7.0;-0.3;-3.0;-1.87;-17.0;-30.0;0.3
PAULO COSTA;LUKE ROCKHOLD;20/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Southpaw;red;0.0;-2.0;4.29;75.0;0.0;-1.0;281.0;3.16;-7.38;0.0;-5.39;-25.0;-10.53;5.0;0.0;-5.0;-22.0;1.0;22.0;-5.08;-12.7;2.85;9.0;4.27;-6.0;-0.67;-30.0;12.0;-1.1
MERAB DVALISHVILI;JOSE ALDO;20/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Orthodox;blue;0.0;-18.0;-5.43;0.0;0.0;0.0;306.0;-11.82;-12.57;1.39;-22.98;18.33;0.0;7.0;-38.0;32.0;-17.0;17.0;0.0;-2.54;-5.08;0.46;-6.0;-1.44;0.0;7.14;-13.0;-11.0;0.2
LUCIE PUDILOVA;WU YANAN;20/08/2022;KO/TKO;2.0;4:04;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Orthodox;blue;0.0;-13.0;-13.55;66.0;1.0;0.0;289.0;5.73;8.93;-31.94;-29.89;0.0;77.78;48.0;-7.0;-41.0;-49.0;-5.0;53.0;0.0;2.54;-0.36;-9.0;-0.73;1.0;-0.45;-10.0;-5.0;0.3
TYSON PEDRO;HARRY HUNSUCKER;20/08/2022;KO/TKO;1.0;1:05;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Orthodox;red;1.0;4.0;4.55;0.0;0.0;0.0;4.0;50.0;100.0;-100.0;7.14;0.0;50.0;83.0;16.0;-100.0;-34.0;0.0;33.0;2.54;10.16;-1.63;11.0;-5.89;7.0;0.74;25.0;52.0;1.5
MARCIN TYBURA;ALEXANDR ROMANOV;20/08/2022;Decision - Majority;3.0;5:00;3 Rnd (5-5-5);Heavyweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Southpaw;red;0.0;2.0;1.36;-33.0;0.0;-1.0;-194.0;3.62;0.49;18.18;14.43;-25.0;9.09;3.0;4.0;-8.0;39.0;-18.0;-21.0;2.54;7.62;-0.61;11.0;1.49;13.0;-4.73;-21.0;82.0;-3.1
JARED GORDON;LEONARDO SANTOS;20/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Orthodox;blue;0.0;22.0;28.93;0.0;0.0;0.0;181.0;20.83;20.38;20.0;24.05;-23.53;100.0;-1.0;5.0;-5.0;-6.0;3.0;3.0;-7.62;-17.78;2.89;12.0;0.45;2.0;1.74;10.0;-34.0;-0.3
ANGE LOOSA;AJ FLETCHER;20/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;;;blue;0.0;7.0;16.84;50.0;0.0;0.0;290.0;1.41;20.77;13.33;2.92;-5.56;55.13;-17.0;10.0;6.0;-18.0;2.0;16.0;;;;;;;;;;
AMIR ALBAZI;FRANCISCO FIGUEIREDO;20/08/2022;Submission;1.0;4:34;3 Rnd (5-5-5);Flyweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;Orthodox;Southpaw;red;0.0;-7.0;1.53;50.0;1.0;0.0;156.0;-4.17;20.0;28.57;-35.83;0.0;90.0;65.0;-28.0;-37.0;-75.0;0.0;75.0;-2.54;-2.54;2.13;-14.0;1.08;-18.0;-1.72;9.0;-34.0;0.8
AORIQILENG;JAY PERRIN;20/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;;Switch;red;0.0;2.0;6.2;-42.0;0.0;0.0;-357.0;0.99;2.35;16.07;1.94;3.37;-66.67;-1.0;-3.0;4.0;2.0;1.0;-2.0;;;;;;;;;;
VICTOR ALTAMIRANO;DANIEL LACERDA;20/08/2022;KO/TKO;1.0;3:39;3 Rnd (5-5-5);Flyweight Bout;UFC 278: Usman vs. Edwards;Salt Lake City, Utah, USA;;;blue;0.0;21.0;23.48;0.0;0.0;0.0;112.0;28.72;15.0;-50.0;5.09;66.67;10.69;19.0;2.0;-21.0;-47.0;-6.0;52.0;;;;;;;;;;
MARLON VERA;DOMINICK CRUZ;13/08/2022;KO/TKO;4.0;2:17;5 Rnd (5-5-5-5-5);Bantamweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Switch;Orthodox;red;3.0;3.0;0.77;-28.0;0.0;0.0;-55.0;0.95;11.9;1.19;0.66;33.33;-50.0;-1.0;4.0;-2.0;-8.0;7.0;1.0;0.0;5.08;0.0;17.0;1.53;-20.0;-2.21;-9.0;-13.0;1.0
NATE LANDWEHR;DAVID ONAMA;13/08/2022;Decision - Majority;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Orthodox;;red;-1.0;9.0;10.1;59.0;2.0;0.0;232.0;8.16;2.23;-38.46;7.36;29.53;-5.83;-7.0;-1.0;7.0;-13.0;23.0;-10.0;;;;;;;;;;
YAZMIN JAUREGUI;IASMIN LUCINDO;13/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;;;red;0.0;3.0;3.27;0.0;0.0;0.0;-21.0;4.32;-32.18;-8.29;2.82;-37.5;0.0;-3.0;-12.0;16.0;-2.0;2.0;0.0;;;;;;;;;;
AZAMAT MURZAKANOV;DEVIN CLARK;13/08/2022;KO/TKO;3.0;1:18;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;;Orthodox;blue;1.0;48.0;27.81;0.0;0.0;0.0;194.0;49.29;48.32;56.25;31.14;50.0;83.64;23.0;18.0;-42.0;-62.0;4.0;58.0;-2.54;;-3.33;-57.0;-2.43;-48.0;-2.7;-36.0;-76.0;-0.1
PRISCILA CACHOEIRA;ARIANE DA SILVA;13/08/2022;KO/TKO;1.0;1:05;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Orthodox;;red;1.0;31.0;30.47;0.0;0.0;0.0;11.0;30.56;80.0;-66.67;8.62;0.0;77.78;0.0;20.0;-20.0;-70.0;0.0;70.0;;;;;;;;;;
GERALD MEERSCHAERT;BRUNO SILVA;13/08/2022;Submission;3.0;1:39;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Southpaw;;blue;1.0;5.0;3.99;16.0;1.0;0.0;131.0;2.1;32.14;4.29;3.71;-100.0;52.63;2.0;-1.0;-1.0;-15.0;-6.0;21.0;2.54;;3.3;42.0;3.61;51.0;2.33;43.0;46.0;1.7
ANGELA HILL;LOOPY GODINEZ;13/08/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Catch Weight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Orthodox;;red;0.0;0.0;-0.09;-17.0;0.0;0.0;19.0;-2.59;-2.19;0.0;-0.14;-6.5;100.0;-15.0;15.0;0.0;-5.0;2.0;3.0;;;;;;;;;;
MARTIN BUDAY;LUKASZ BRZESKI;13/08/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;;;red;0.0;-8.0;-9.18;0.0;0.0;0.0;6.0;2.67;-23.91;18.18;-8.52;60.0;0.0;34.0;-39.0;4.0;0.0;0.0;0.0;;;;;;;;;;
NINA NUNES;CYNTHIA CALVILLO;13/08/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;;Orthodox;blue;0.0;-5.0;-8.41;-50.0;0.0;0.0;-129.0;-0.51;-32.05;11.11;-5.05;-50.0;0.0;10.0;-25.0;15.0;0.0;0.0;0.0;;;;;;;;;;
GABRIEL BENITEZ;CHARLIE ONTIVEROS;13/08/2022;KO/TKO;1.0;3:33;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Southpaw;Switch;red;0.0;15.0;12.6;50.0;0.0;0.0;84.0;14.02;8.33;-16.67;7.18;0.0;70.0;-7.0;-2.0;9.0;-58.0;1.0;56.0;-15.24;-17.78;4.05;-2.0;-0.92;51.0;0.17;50.0;56.0;1.2
TYSON NAM;ODE OSBOURNE;13/08/2022;KO/TKO;1.0;2:59;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;Orthodox;Southpaw;blue;1.0;16.0;15.41;0.0;0.0;0.0;3.0;24.79;-37.5;-25.0;15.58;0.0;50.0;7.0;-23.0;17.0;-8.0;0.0;7.0;0.0;-12.7;-0.66;-23.0;2.65;22.0;-1.9;-100.0;34.0;-1.9
JOSH QUINLAN;JASON WITT;13/08/2022;KO/TKO;1.0;2:09;3 Rnd (5-5-5);Catch Weight Bout;UFC Fight Night: Vera vs. Cruz;San Diego, California, USA;;Orthodox;blue;1.0;17.0;9.62;-50.0;0.0;0.0;-27.0;25.0;-100.0;25.0;16.67;0.0;0.0;66.0;-100.0;33.0;0.0;0.0;0.0;;;;;;;;;;
JAMAHAL HILL;THIAGO SANTOS;06/08/2022;KO/TKO;4.0;2:31;5 Rnd (5-5-5-5-5);Light Heavyweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;2.0;9.87;-30.0;0.0;0.0;-268.0;9.49;18.75;0.0;-3.84;1.59;8.33;24.0;-11.0;-12.0;-23.0;6.0;17.0;5.08;7.62;3.63;4.0;0.82;-6.0;-0.7;-38.0;-13.0;-0.1
GEOFF NEAL;VICENTE LUQUE;06/08/2022;KO/TKO;3.0;2:01;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;2.0;10.0;10.36;33.0;0.0;0.0;47.0;20.04;-0.54;6.25;8.71;2.27;33.33;36.0;-22.0;-13.0;-8.0;8.0;0.0;0.0;0.0;-0.78;-4.0;-0.89;9.0;-0.18;0.0;28.0;-0.6
MOHAMMED USMAN;ZAC PAUGA;06/08/2022;KO/TKO;2.0;0:36;3 Rnd + OT (5-5-5-5);Heavyweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;;;red;1.0;-34.0;-33.0;0.0;0.0;0.0;2.0;-20.07;10.0;-81.82;-37.56;-50.0;66.67;48.0;-20.0;-28.0;-21.0;5.0;16.0;;;;;;;;;;
JULIANA MILLER;BROGAN WALKER;06/08/2022;KO/TKO;3.0;3:57;3 Rnd + OT (5-5-5-5);Women's Flyweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;;;blue;0.0;1.0;0.24;100.0;1.0;-1.0;504.0;11.24;-28.57;10.0;-1.24;30.0;-35.9;26.0;-7.0;-19.0;-47.0;4.0;43.0;;;;;;;;;;
SERGHEI SPIVAC;AUGUSTO SAKAI;06/08/2022;KO/TKO;2.0;3:42;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;33.0;23.99;75.0;1.0;0.0;374.0;60.21;-75.0;-100.0;48.24;-100.0;70.59;88.0;-75.0;-12.0;2.0;-75.0;72.0;0.0;2.54;-1.74;1.0;-1.18;8.0;3.55;13.0;9.0;0.3
TERRANCE MCKINNEY;ERICK GONZALEZ;06/08/2022;Submission;1.0;2:17;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Switch;;red;0.0;-8.0;-0.8;100.0;1.0;0.0;52.0;-10.43;50.0;-66.67;-12.5;100.0;50.0;17.0;5.0;-22.0;-23.0;16.0;5.0;;;;;;;;;;
MICHAL OLEKSIEJCZUK;SAM ALVEY;06/08/2022;KO/TKO;1.0;1:56;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Southpaw;Southpaw;blue;2.0;32.0;42.91;0.0;0.0;0.0;57.0;43.44;0.0;0.0;25.36;0.0;70.59;48.0;-48.0;0.0;-55.0;0.0;54.0;-5.08;-2.54;1.66;12.0;-0.35;14.0;0.97;50.0;-47.0;-0.1
BRYAN BATTLE;TAKASHI SATO;06/08/2022;KO/TKO;1.0;0:44;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;;Southpaw;red;1.0;45.0;45.0;0.0;0.0;0.0;2.0;66.67;-33.33;100.0;50.0;0.0;50.0;57.0;-72.0;14.0;-15.0;0.0;14.0;;;;;;;;;;
CORY MCKENNA;MIRANDA GRANGER;06/08/2022;Submission;2.0;1:03;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;21.0;41.13;75.0;2.0;0.0;275.0;38.66;-50.0;0.0;22.76;-100.0;100.0;46.0;-8.0;-39.0;8.0;-15.0;7.0;-10.16;-25.4;0.56;-4.0;0.39;-14.0;0.5;50.0;31.0;0.0
MAYRA BUENO SILVA;STEPHANIE EGGER;06/08/2022;Submission;1.0;1:17;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC Fight Night: Santos vs. Hill;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;39.0;29.41;-100.0;1.0;0.0;-44.0;45.45;0.0;0.0;71.43;0.0;-100.0;-50.0;0.0;50.0;75.0;0.0;-75.0;0.0;-5.08;3.39;26.0;3.56;-5.0;-1.0;-16.0;33.0;1.6
AMANDA NUNES;JULIANNA PENA;30/07/2022;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Women's Bantamweight Title Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;blue;3.0;17.0;8.3;75.0;0.0;0.0;709.0;14.84;11.43;80.0;9.65;-33.33;82.35;-12.0;1.0;9.0;-31.0;-1.0;32.0;5.08;0.0;1.7;4.0;0.75;4.0;0.01;0.0;61.0;0.1
