winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
RICK STORY;BROCK JARDINE;22/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Southpaw;Orthodox;red;0.0;10.0;13.85;83.0;0.0;0.0;267.0;-6.94;27.14;0.0;-2.16;100.0;84.0;-36.0;19.0;16.0;-48.0;5.0;41.0;-5.08;;2.74;11.0;-1.17;6.0;2.53;48.0;49.0;0.1
STEVEN SILER;JOEY GAMBINO;22/06/2012;Submission;1.0;2:47;3 Rnd (5-5-5);Featherweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Orthodox;Orthodox;red;0.0;42.0;51.05;33.0;1.0;0.0;43.0;52.56;0.0;-100.0;16.67;41.67;100.0;35.0;5.0;-40.0;-64.0;30.0;33.0;10.16;;0.74;6.0;0.43;3.0;0.47;21.0;13.0;0.8
CHRIS CAMOZZI;NICK CATONE;22/06/2012;TKO - Doctor's Stoppage;3.0;1:51;3 Rnd (5-5-5);Middleweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Orthodox;Southpaw;blue;0.0;17.0;9.28;-22.0;0.0;0.0;-109.0;6.44;71.43;-8.33;17.52;38.89;-50.0;-16.0;-3.0;18.0;19.0;-5.0;-14.0;5.08;7.62;1.46;0.0;0.64;-7.0;-3.44;-25.0;-26.0;0.0
MATT BROWN;LUIS RAMOS;22/06/2012;KO/TKO;2.0;4:20;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Orthodox;Orthodox;red;0.0;27.0;31.16;-20.0;0.0;0.0;-210.0;31.99;0.0;-11.67;10.0;92.86;0.0;22.0;16.0;-40.0;-50.0;50.0;0.0;10.16;;1.29;19.0;-2.93;13.0;0.06;24.0;-37.0;1.4
DAN MILLER;RICARDO FUNCH;22/06/2012;Submission;3.0;3:12;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Orthodox;Southpaw;red;1.0;-6.0;-2.23;-25.0;3.0;0.0;-333.0;6.64;29.91;4.88;7.63;-7.3;-18.18;34.0;17.0;-51.0;20.0;-12.0;-8.0;7.62;0.0;-0.58;-29.0;-0.51;9.0;0.43;36.0;-13.0;1.8
KEN STONE;DUSTIN PAGUE;22/06/2012;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC on FX: Maynard vs Guida;Atlantic City, New Jersey, USA;Southpaw;Orthodox;red;0.0;7.0;10.1;0.0;0.0;0.0;305.0;12.32;18.18;6.43;2.34;0.0;0.0;15.0;-14.0;-1.0;-21.0;21.0;0.0;-2.54;-7.62;2.2;-4.0;-0.06;7.0;0.21;-11.0;5.0;-2.0
DEMETRIOUS JOHNSON;IAN MCCALL;08/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;1.0;15.0;7.48;16.0;0.0;0.0;-62.0;12.08;3.85;10.19;15.56;12.88;0.0;-3.0;-2.0;4.0;5.0;-4.0;0.0;-5.08;5.08;-0.16;15.0;-1.59;0.0;1.27;26.0;-23.0;0.5
ERICK SILVA;CHARLIE BRENNEMAN;08/06/2012;Submission;1.0;4:33;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;0.0;46.0;26.66;-14.0;2.0;0.0;-87.0;27.78;41.67;0.0;43.64;50.0;0.0;-56.0;57.0;0.0;4.0;-3.0;0.0;5.08;10.16;0.98;-8.0;2.63;3.0;-3.38;-7.0;-16.0;1.4
MIKE PYLE;JOSH NEER;08/06/2012;KO/TKO;1.0;4:56;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;1.0;10.0;0.57;100.0;0.0;0.0;166.0;18.68;-16.67;100.0;20.83;-6.82;50.0;14.0;-20.0;5.0;3.0;-14.0;11.0;2.54;5.08;-0.55;-1.0;-0.79;2.0;0.71;1.0;24.0;0.2
EDDIE WINELAND;SCOTT JORGENSEN;08/06/2012;KO/TKO;2.0;4:10;3 Rnd (5-5-5);Bantamweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;1.0;-1.0;0.41;100.0;0.0;0.0;24.0;5.59;-34.29;10.0;-2.14;5.0;100.0;22.0;-6.0;-15.0;-5.0;0.0;4.0;5.08;7.62;0.03;-11.0;0.25;4.0;-2.27;-12.0;27.0;-0.6
MIKE PIERCE;CARLOS EDUARDO ROCHA;08/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;0.0;17.0;20.94;30.0;0.0;0.0;680.0;40.26;-5.0;-21.43;5.16;8.1;70.0;39.0;-38.0;-1.0;-20.0;-24.0;43.0;-5.08;-5.08;1.38;8.0;0.51;7.0;3.08;42.0;19.0;-1.2
SETH BACZYNSKI;LANCE BENOIST;08/06/2012;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Southpaw;red;0.0;-19.0;-30.13;-22.0;0.0;0.0;-163.0;-7.8;-25.0;-50.0;-21.9;9.09;-32.14;34.0;-24.0;-8.0;-10.0;12.0;-1.0;10.16;7.62;-0.6;-20.0;0.44;-5.0;-0.61;-17.0;-13.0;0.8
MATT GRICE;LEONARD GARCIA;08/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;blue;0.0;51.0;40.4;57.0;1.0;0.0;579.0;54.05;8.33;25.0;37.01;25.0;58.43;46.0;-49.0;1.0;-87.0;1.0;85.0;-5.08;5.08;1.32;29.0;-2.1;4.0;1.89;11.0;40.0;0.0
DUSTIN PAGUE;JARED PAPAZIAN;08/06/2012;Submission;1.0;3:21;3 Rnd (5-5-5);Bantamweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Southpaw;red;0.0;25.0;20.45;100.0;1.0;0.0;155.0;12.5;-50.0;100.0;23.81;16.67;100.0;-52.0;2.0;50.0;-19.0;2.0;16.0;2.54;17.78;-1.68;14.0;-0.85;-3.0;1.03;44.0;5.0;2.6
TIM MEANS;JUSTIN SALAS;08/06/2012;KO/TKO;1.0;1:06;3 Rnd (5-5-5);Lightweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Southpaw;red;2.0;-1.0;2.72;0.0;0.0;0.0;19.0;10.98;0.0;-100.0;14.29;-38.46;60.0;36.0;-17.0;-20.0;-26.0;-10.0;34.0;15.24;12.7;1.74;5.0;0.62;-7.0;-1.51;21.0;64.0;0.2
BUDDY ROBERTS;CAIO MAGALHAES;08/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Orthodox;Orthodox;red;0.0;8.0;23.72;-13.0;0.0;0.0;-221.0;13.87;25.0;-2.86;4.96;-14.29;0.0;38.0;11.0;-49.0;-10.0;13.0;-2.0;2.54;;-0.1;-6.0;-0.7;14.0;-1.05;-15.0;18.0;-0.9
HENRY MARTINEZ;BERNARDO MAGALHAES;08/06/2012;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Southpaw;Orthodox;red;0.0;-7.0;-7.37;0.0;-1.0;0.0;13.0;-2.08;6.66;16.67;-7.37;0.0;0.0;26.0;-10.0;-16.0;0.0;0.0;0.0;-5.08;;0.99;-2.0;0.64;-8.0;0.0;0.0;80.0;-0.5
SEAN PIERSON;JAKE HECHT;08/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FX: Johnson vs McCall;Sunrise, Florida, USA;Southpaw;Orthodox;blue;0.0;0.0;13.09;8.0;1.0;1.0;67.0;-0.68;24.07;-20.0;1.71;0.0;-40.0;3.0;-10.0;7.0;3.0;-5.0;2.0;0.0;7.62;0.58;-8.0;0.97;8.0;-1.65;-19.0;26.0;0.4
MARTIN KAMPMANN;JAKE ELLENBERGER;01/06/2012;KO/TKO;2.0;1:40;5 Rnd (5-5-5-5-5);Welterweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;3.0;4.87;0.0;0.0;0.0;-219.0;7.39;-50.0;-100.0;-6.11;-33.33;30.0;-2.0;13.0;-10.0;-22.0;25.0;-3.0;7.62;2.54;0.75;3.0;0.45;2.0;-0.18;-6.0;-8.0;1.6
MICHAEL CHIESA;AL IAQUINTA;01/06/2012;Submission;1.0;2:47;3 Rnd (5-5-5);Ultimate Fighter 15 Lightweight Tournament Title Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Southpaw;Orthodox;red;0.0;10.0;10.0;33.0;1.0;0.0;65.0;-0.7;50.0;0.0;2.86;0.0;0.0;-20.0;-1.0;21.0;0.0;0.0;0.0;7.62;12.7;-2.17;0.0;-2.73;-7.0;2.96;34.0;-6.0;0.7
CHARLES OLIVEIRA;JONATHAN BROOKINS;01/06/2012;Submission;2.0;2:42;3 Rnd (5-5-5);Featherweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Southpaw;blue;0.0;19.0;22.05;0.0;0.0;0.0;-8.0;5.46;32.48;50.0;16.41;38.89;50.0;-31.0;9.0;23.0;-5.0;1.0;4.0;-5.08;0.0;0.53;13.0;-0.69;-2.0;0.7;27.0;-23.0;2.5
MAX HOLLOWAY;PAT SCHILLING;01/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;19.0;19.4;0.0;0.0;0.0;-4.0;18.39;23.17;0.0;17.28;61.54;71.43;2.0;7.0;-10.0;-12.0;6.0;4.0;7.62;;5.39;20.0;-3.66;8.0;0.21;71.0;84.0;0.3
JUSTIN LAWRENCE;JOHN COFER;01/06/2012;KO/TKO;3.0;0:19;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;1.0;-1.0;-0.25;-17.0;0.0;0.0;1.0;5.91;-3.97;-16.66;-0.47;8.93;37.5;26.0;-16.0;-10.0;-1.0;-4.0;5.0;-2.54;;1.11;-6.0;-0.6;5.0;-0.5;-22.0;9.0;0.0
DARON CRUICKSHANK;CHRIS TICKLE;01/06/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Switch;;red;0.0;16.0;6.83;55.0;-2.0;1.0;193.0;20.03;-15.0;-25.0;5.75;-100.0;20.0;-4.0;-1.0;5.0;-21.0;-6.0;27.0;-2.54;;1.81;-2.0;1.85;14.0;1.04;16.0;40.0;-1.8
MYLES JURY;CHRIS SAUNDERS;01/06/2012;Submission;1.0;4:03;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;;red;0.0;2.0;2.27;-100.0;1.0;0.0;-36.0;9.53;40.0;-5.96;2.27;0.0;0.0;25.0;16.0;-42.0;0.0;0.0;0.0;5.08;;1.46;20.0;-0.8;-9.0;-1.54;-45.0;50.0;0.3
SAM SICILIA;CRISTIANO MARCELLO;01/06/2012;KO/TKO;2.0;2:53;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;-8.0;-1.61;0.0;0.0;0.0;23.0;-11.95;33.33;-100.0;-13.84;50.0;72.73;-13.0;15.0;-2.0;-31.0;6.0;24.0;-2.54;-12.7;-0.1;0.0;-0.06;1.0;1.01;32.0;50.0;0.0
JOE PROCTOR;JEREMY LARSEN;01/06/2012;KO/TKO;1.0;1:59;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;-9.0;-2.89;0.0;0.0;0.0;5.0;-5.59;28.57;100.0;-15.66;50.0;100.0;19.0;-28.0;10.0;-30.0;10.0;20.0;0.0;5.08;-1.48;-12.0;-1.82;2.0;-2.49;-33.0;70.0;1.8
ERIK PEREZ;JOHN ALBERT;01/06/2012;Submission;1.0;4:18;3 Rnd (5-5-5);Bantamweight Bout;The Ultimate Fighter: Live Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;44.0;16.02;0.0;-1.0;1.0;102.0;36.66;47.5;0.0;48.75;0.0;83.33;-6.0;5.0;0.0;-5.0;-22.0;27.0;0.0;0.0;0.11;-9.0;-0.73;31.0;3.16;55.0;19.0;-5.9
JUNIOR DOS SANTOS;FRANK MIR;26/05/2012;KO/TKO;2.0;3:04;5 Rnd (5-5-5-5-5);UFC Heavyweight Title Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;1.0;21.0;19.0;0.0;0.0;0.0;9.0;41.12;28.95;-100.0;20.72;0.0;60.0;45.0;14.0;-58.0;-6.0;0.0;5.0;2.54;-5.08;2.31;0.0;-0.51;18.0;-1.72;10.0;27.0;-1.9
CAIN VELASQUEZ;ANTONIO SILVA;26/05/2012;KO/TKO;1.0;3:36;3 Rnd (5-5-5);Heavyweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;6.0;-11.9;100.0;0.0;0.0;209.0;56.0;0.0;-100.0;-100.0;0.0;56.0;100.0;0.0;-100.0;-100.0;0.0;100.0;-7.62;-12.7;3.48;12.0;-0.76;7.0;4.31;16.0;19.0;-0.4
ROY NELSON;DAVE HERMAN;26/05/2012;KO/TKO;1.0;0:51;3 Rnd (5-5-5);Heavyweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;13.0;22.5;0.0;0.0;0.0;2.0;33.33;40.0;0.0;12.5;0.0;0.0;50.0;-50.0;0.0;0.0;0.0;0.0;-10.16;-10.16;-2.8;-24.0;1.01;-2.0;-0.35;-73.0;7.0;0.1
STIPE MIOCIC;SHANE DEL ROSARIO;26/05/2012;KO/TKO;2.0;3:14;3 Rnd (5-5-5);Heavyweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;0.0;-27.0;-15.57;100.0;0.0;0.0;178.0;-11.24;-13.33;0.0;-35.41;-100.0;91.67;50.0;-31.0;-19.0;-31.0;-3.0;34.0;0.0;;0.97;-8.0;0.78;1.0;0.72;-6.0;54.0;-2.4
STEFAN STRUVE;LAVAR JOHNSON;26/05/2012;Submission;1.0;1:05;3 Rnd (5-5-5);Heavyweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;-57.0;-58.33;0.0;1.0;0.0;-53.0;-40.0;-100.0;0.0;-57.14;0.0;0.0;-17.0;-16.0;33.0;-67.0;34.0;33.0;17.78;5.08;-2.27;-8.0;1.5;-9.0;-0.05;-20.0;1.0;1.1
DARREN ELKINS;DIEGO BRANDAO;26/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;-8.0;3.27;16.0;1.0;0.0;142.0;-10.39;-18.18;-100.0;-14.57;-100.0;16.81;-11.0;17.0;-4.0;-1.0;-4.0;5.0;7.62;17.78;0.56;-9.0;-0.3;-10.0;-0.51;-35.0;-22.0;0.6
JAMIE VARNER;EDSON BARBOZA;26/05/2012;KO/TKO;1.0;3:23;3 Rnd (5-5-5);Lightweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;1.0;-7.0;-6.82;100.0;0.0;0.0;71.0;36.45;100.0;-100.0;-3.6;0.0;52.94;76.0;15.0;-90.0;-45.0;0.0;45.0;-7.62;-10.16;-1.06;-9.0;-1.48;-2.0;3.05;9.0;-12.0;0.7
CB DOLLAWAY;JASON MILLER;26/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;13.0;17.29;57.0;-1.0;0.0;740.0;15.54;0.0;100.0;0.96;0.0;-36.36;8.0;-15.0;6.0;-51.0;10.0;41.0;2.54;;0.82;4.0;0.28;5.0;2.24;26.0;19.0;-0.1
DAN HARDY;DUANE LUDWIG;26/05/2012;KO/TKO;1.0;3:51;3 Rnd (5-5-5);Welterweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;18.0;17.7;0.0;0.0;0.0;88.0;29.23;-12.5;0.0;24.63;3.08;80.0;36.0;-24.0;-12.0;14.0;-36.0;22.0;5.08;10.16;-2.16;-9.0;0.39;-6.0;0.3;10.0;-24.0;0.3
PAUL SASS;JACOB VOLKMANN;26/05/2012;Submission;1.0;1:54;3 Rnd (5-5-5);Lightweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Southpaw;blue;0.0;-15.0;-21.43;0.0;2.0;0.0;-90.0;-8.33;-100.0;0.0;-15.0;0.0;0.0;50.0;-50.0;0.0;0.0;0.0;0.0;7.62;5.08;-0.66;-8.0;0.12;-1.0;-2.66;-32.0;-19.0;5.4
GLOVER TEIXEIRA;KYLE KINGSBURY;26/05/2012;Submission;1.0;1:53;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;24.0;28.78;0.0;1.0;0.0;67.0;42.31;0.0;-100.0;30.0;-33.33;44.44;73.0;-34.0;-40.0;-7.0;-20.0;26.0;-5.08;-7.62;0.78;7.0;0.03;3.0;-0.6;-1.0;8.0;1.0
MIKE BROWN;DANIEL PINEDA;26/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 146: Dos Santos vs Mir;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;21.0;26.18;7.0;0.0;-2.0;216.0;14.96;27.08;-100.0;14.31;38.24;-21.43;-18.0;32.0;-14.0;-31.0;32.0;-2.0;-2.54;2.54;-0.43;-5.0;-0.27;16.0;1.68;11.0;22.0;-1.2
CHAN SUNG JUNG;DUSTIN POIRIER;15/05/2012;Submission;4.0;1:07;5 Rnd (5-5-5-5-5);Featherweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Southpaw;red;0.0;4.0;14.13;100.0;3.0;-2.0;71.0;3.74;30.0;21.43;0.09;50.0;69.23;1.0;15.0;-15.0;-17.0;5.0;12.0;-5.08;0.0;-1.44;-9.0;-0.16;2.0;-0.85;5.0;14.0;-0.8
AMIR SADOLLAH;JORGE LOPEZ;15/05/2012;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Orthodox;red;0.0;-9.0;5.52;5.0;1.0;0.0;-392.0;-14.77;-1.67;-25.0;-14.24;-3.53;-100.0;-21.0;18.0;4.0;-21.0;24.0;-3.0;0.0;;2.24;-13.0;0.98;10.0;-2.93;-14.0;-21.0;0.3
DONALD CERRONE;JEREMY STEPHENS;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Orthodox;red;0.0;5.0;3.29;33.0;0.0;0.0;30.0;-3.7;33.02;18.1;6.27;-50.0;0.0;-12.0;-1.0;13.0;2.0;-2.0;0.0;10.16;5.08;1.25;6.0;1.4;-5.0;0.03;-5.0;8.0;0.8
YVES JABOUIN;JEFF HOUGLAND;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Orthodox;red;1.0;19.0;17.21;0.0;0.0;0.0;290.0;41.25;20.83;-32.14;13.1;100.0;63.33;49.0;12.0;-60.0;-40.0;2.0;38.0;0.0;0.0;1.2;-7.0;-0.53;15.0;1.08;42.0;82.0;-1.0
IGOR POKRAJAC;FABIO MALDONADO;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Light Heavyweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Orthodox;red;0.0;-26.0;-19.55;25.0;0.0;0.0;201.0;-24.96;7.14;83.33;-22.89;-33.68;66.67;10.0;-24.0;13.0;4.0;-10.0;5.0;-2.54;-2.54;-3.04;-13.0;-0.05;-13.0;0.43;-28.0;-10.0;-0.4
TOM LAWLOR;JASON MACDONALD;15/05/2012;KO/TKO;1.0;0:50;3 Rnd (5-5-5);Middleweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Southpaw;Orthodox;blue;1.0;33.0;32.95;0.0;0.0;0.0;-1.0;32.95;0.0;0.0;25.71;0.0;100.0;0.0;0.0;0.0;-20.0;0.0;20.0;-7.62;-15.24;0.95;-10.0;-0.29;14.0;1.03;16.0;22.0;-0.6
BRAD TAVARES;DONGI YANG;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Southpaw;red;0.0;-14.0;-18.18;33.0;0.0;0.0;104.0;-17.91;5.45;-3.76;-12.71;-20.0;-100.0;-20.0;13.0;7.0;2.0;1.0;-3.0;7.62;2.54;-0.51;-10.0;-0.48;-7.0;-0.73;-14.0;18.0;-0.5
CODY MCKENZIE;MARCUS LEVESSEUR;15/05/2012;Submission;1.0;3:05;3 Rnd (5-5-5);Lightweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Switch;Southpaw;red;0.0;-36.0;9.17;-100.0;1.0;1.0;-128.0;-40.26;0.0;-50.0;-19.04;-100.0;-75.0;15.0;0.0;-14.0;58.0;-14.0;-42.0;7.62;5.08;-0.81;-30.0;-1.2;30.0;-1.39;-11.0;-69.0;1.9
TJ GRANT;CARLO PRATER;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Switch;red;0.0;16.0;21.92;42.0;0.0;-1.0;379.0;9.33;46.88;8.34;2.72;19.04;83.33;-7.0;28.0;-21.0;-42.0;28.0;14.0;-2.54;0.0;1.92;7.0;-0.86;21.0;1.2;34.0;-21.0;-1.1
RAFAEL DOS ANJOS;KAMAL SHALORUS;15/05/2012;Submission;1.0;1:40;3 Rnd (5-5-5);Lightweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Southpaw;Orthodox;red;1.0;34.0;48.04;0.0;1.0;0.0;35.0;35.35;0.0;0.0;24.24;-100.0;75.0;30.0;-30.0;0.0;-10.0;-50.0;60.0;0.0;5.08;0.43;14.0;0.23;-9.0;-0.14;-13.0;-22.0;0.6
JOHNNY EDUARDO;JEFF CURRAN;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Orthodox;blue;0.0;13.0;12.73;0.0;0.0;0.0;0.0;4.7;58.33;7.14;12.37;0.0;0.0;-18.0;-9.0;27.0;0.0;0.0;0.0;2.54;5.08;1.35;7.0;0.86;3.0;-0.35;-12.0;27.0;-0.7
FRANCISCO RIVERA;ALEX SOTO;15/05/2012;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC on FUEL TV: Korean Zombie vs Poirier;Fairfax, Virginia, USA;Orthodox;Southpaw;blue;1.0;16.0;17.53;-30.0;0.0;0.0;-54.0;21.74;6.18;-5.55;17.08;2.94;-66.67;31.0;-29.0;-2.0;0.0;4.0;-3.0;0.0;;1.12;16.0;-1.86;9.0;-1.81;33.0;68.0;0.6
NATE DIAZ;JIM MILLER;05/05/2012;Submission;2.0;4:09;5 Rnd (5-5-5-5-5);Lightweight Bout;UFC on FOX: Diaz vs Miller;East Rutherford, New Jersey, USA;Southpaw;Southpaw;red;0.0;11.0;26.0;-20.0;2.0;2.0;82.0;17.62;-8.89;30.0;7.29;21.31;100.0;19.0;-5.0;-15.0;-2.0;-1.0;2.0;10.16;12.7;1.89;5.0;0.79;-6.0;-0.5;-13.0;-4.0;-0.5
JOHNY HENDRICKS;JOSH KOSCHECK;05/05/2012;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC on FOX: Diaz vs Miller;East Rutherford, New Jersey, USA;Southpaw;Orthodox;blue;0.0;8.0;4.02;-17.0;0.0;0.0;-55.0;3.78;23.08;87.5;2.31;51.05;-90.0;-11.0;-27.0;38.0;-4.0;31.0;-27.0;-2.54;-10.16;1.7;9.0;1.72;-10.0;1.37;-2.0;-1.0;-0.1
ALAN BELCHER;ROUSIMAR PALHARES;05/05/2012;KO/TKO;1.0;4:18;3 Rnd (5-5-5);Middleweight Bout;UFC on FOX: Diaz vs Miller;East Rutherford, New Jersey, USA;Orthodox;Orthodox;blue;0.0;54.0;13.04;-100.0;0.0;0.0;127.0;52.78;100.0;0.0;0.0;0.0;58.82;62.0;-29.0;-33.0;-33.0;-34.0;67.0;15.24;10.16;0.95;-10.0;1.06;0.0;-3.49;-19.0;55.0;-3.2
LAVAR JOHNSON;PAT BARRY;05/05/2012;KO/TKO;1.0;4:38;3 Rnd (5-5-5);Heavyweight Bout;UFC on FOX: Diaz vs Miller;East Rutherford, New Jersey, USA;Orthodox;Orthodox;blue;1.0;-14.0;-16.89;0.0;-1.0;0.0;-105.0;-10.32;-14.29;0.0;-50.0;-6.52;-100.0;9.0;9.0;-18.0;-55.0;61.0;-6.0;12.7;20.32;2.67;3.0;-1.0;-4.0;0.61;66.0;-22.0;0.4
